,text,label,np
25,East Delhi MP Gautam Gambhir and Gandhi Nagar MLA Anil Kumar Bajpai  though both from the BJP  are at loggerheads over the issue of finding a solution to traffic jams on the Gandhi Nagar main road. The area falls under the East Delhi constituency. While Bajpai wants that commercial vehicles should not be allowed in the area during peak hours — from 1 pm to 7 pm — Gambhir wants area to be declared one-way instead of stopping entry of any vehicle. The issue has also led to confrontation between the leaders  with Bajpai saying he had suggested that tempos  delivery vans and rickshaws carrying commercial items for delivery not be allowed on the 1-km road. With several shops for readymade garments and textiles on both sides of the road  where loading unloading of goods takes place through the day  Gandhi Nagar Market sees several traffic jams. “I met with residents  traders  police. Plans were finalised and had to be kicked off from November 5 on a 20-day trial basis… which our MP got stalled by making phone calls to senior police officers… Though Gambhir ji is from my party  concern for people comes first for me ” Bajpai told The Indian Express. Gambhir responded saying stopping commercial vehicles is not the solution and would cause problems to traders and shopkeepers  whose business has already been hit due to Covid: “Gandhi Nagar is Asia’s largest clothing market. I stand fully with the merchants. Due to Covid  the market was hit. I spoke to the DCP and they agreed to start one-way traffic after Diwali on a trial basis.” “If we succeed  we will continue it. But stopping commercial vehicles is not the solution and would cause many problems to merchants and shopkeepers ” said Gambhir. To this  Bajpai said it was residents and traders who had supported his plan as they feared one-way traffic will not solve the problems due to commercial vehicles parking haphazardly and unloading goods  causing traffic jams. Sunil Jain  general secretary of Gandhi nagar (Subhash Road) wholesale readymade market association  said: “If the area is declared one-way  some can use internal roads and this can lead to jams. And if commercial vehicles are stopped  it will pose problems for traders as they have to unload and load their supplies.Traders should also ensure if they are halting a vehicle  there should be no jam.” 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Delhi News  download Indian Express App. ,delhi,ie
26,A month after Gurgaon got its first cycle track as a result of the efforts of the Municipal Corporation of Gurugram (MCG) and the Gurugram Metropolitan Development Authority (GMDA)  officials said on Saturday that another 25 km of tracks will be prepared in the city this month. Announcing this at the Raahgiri Day event on Saturday morning  MCG Commissioner Vinay Pratap Singh said  “Gurgaon is participating in the Streets for People challenge and India Cycles for Change challenge  initiatives of the Ministry of Housing and Urban Affairs  under which citizens are being encouraged to walk the streets of their city  cycle and use the spaces socially. This can inspire the city to convert these temporary interventions into permanent infrastructure.” “On October 2  a dedicated bicycle track was started by GMDA and MCG on both sides of Netaji Subhash Marg from Huda City Centre to Subhash Chowk. Taking this link further  another 25 km of cycle tracks will be prepared in November ” he said. According to officials  two cycle tracks are being prepared – one running from HUDA City Centre to Galleria Market and the other from HUDA City Centre to Vyapar Kendra. The first cycle track in Gurgaon was inaugurated on October 2  on the occasion of Gandhi Jayanti. The 10-km long track runs on both sides of the stretch between the HUDA City Centre and Subhash Chowk. With this  Gurgaon had become the second city in Haryana  after Chandigarh  to have cycle tracks. 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Delhi News  download Indian Express App. ,delhi,ie
27,In the two months since Delhi Metro resumed operations across all its lines  the number of passengers has seen a sharp jump — according to data shared by the Delhi Metro Rail Corporation (DMRC)  the average daily line utilisation went up from 6 19 242 in September to 12 24 848 in October. Line utilisation indicates how many times passengers have travelled on a particular line or portion of a line during their overall journey on the Metro system. Despite the increase in footfall  measures to keep Covid at bay remain firmly in place. A DMRC spokesperson said  “Even though the crowd is increasing gradually  measures such as sanitisation  thermal checks  and cashless transactions are in place. Operators ensure there are no more than 50 passengers getting on to one coach.” Previously  each train would carry 250-300 people. “People have been very conscious since the Metro restarted operations. They might have to wait in line for their train. This is why we have been asking them to keep half an hour in hand so they do not get late ” said the spokesperson. Rajiv Chowk  which continues to be one of the most crowded stations in the city  witnessed peak-hour rush on Saturday evening. Since only one gate is open to passengers  long queues were seen outside the station. Aman Ranjan (32)  who was traveling from Connaught Place to Tughlakabad  considered taking an auto or a cab when he saw the lines outside. “This happens every day. Sometimes  it takes half an hour for the line to clear. Today  it seems quicker ” he said. Some stepped out of the lines and opted for other modes of transport  while other passengers were heard complaining: “Yaha social distance kaise rakha jayega?’’ Another commuter said the wait was a better option as the line cleared in 12 minutes. Inside the station  passengers headed to the sanitisation points without being prompted. Similarly  those who waited on the platform stood in line and tried not to bump into each other. The DMRC spokesperson said  “Passengers are careful even inside trains as fines are imposed if anyone sits on seats that have the ‘do not sit here’ sticker. The trains are sanitised once they reach the terminal station.” Anandam Nair (54)  a government employee who travels from Mayur Vihar to Shadipur for work  said she feels safe traveling via the Metro as all precautions are taken: “I sanitised my hands and bags at the entrance. The Metro is definitely one of the safest ways to travel at the moment.” She said she travels by bus sometimes but still prefers the Metro: “Yet  at peak hour  social distancing is harder as everyone wants to get to work or home.” An operator in charge of crowds confirmed this  “We ask people to wait in line so that no coach exceeds its capacity. But sometimes  during peak hour  it becomes difficult to do so.” 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Delhi News  download Indian Express App. ,delhi,ie
28,"Delhi registered 6 953 fresh Covid cases Saturday and 79 deaths — numbers that deepened anxiety around the resurgence of infections in the city — setting the Delhi government scrambling to increase the number of beds in hospitals. The positivity rate was 12.11% on Saturday. “We have issued an order to add 1 185 beds for Covid patients in both Delhi government hospitals as well as many private hospitals. Five hundred beds are to be augmented at state government-run Covid facilities  including 110 ICU beds ” said Delhi Health Minister Satyendar Jain. Meanwhile  Gurgaon Saturday recorded 523 new Covid cases  making it the fifth day this month when the count of fresh cases crossed 500. The district has so far recorded 33 778 cases  of which 28 920 have recovered and 225 have succumbed to the virus. It currently has 4 562 active cases  of which a majority — 4 261 — are in home isolation. However  only 400 or less than 2% of recovered people from the district have come forward to donate plasma  of which 244 were found healthy and eligible to donate  health department officials said. A total of 488 units were collected from them  of which 476 have already been issued to Covid patients. Deputy Commissioner Amit Khatri maintained that awareness regarding this has increased in the district: “Many are coming to donate plasma multiple times. Over 21 people in Gurgaon have donated plasma more than once.”
Chief Medical Officer (CMO) Dr Virender Yadav added  “We appeal to people who have recovered from Covid to come forward and donate plasma  as it can help save lives of other infected persons.” 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Delhi News  download Indian Express App. ",delhi,ie
29,"Air quality of Delhi is not expected to make a significant improvement from the present severe levels unless there is a reduction in “unusually high emissions” from farm fires in northwest India  two central government air quality monitoring projects said on Saturday. For a third day in a row  the average air quality index (AQI) of Delhi and nearby NCR towns on Saturday remained severe  in which the concentration of toxic fine particles suspended in the air is at least four times above their acceptable limit. This affects healthy population and also “seriously impacts” people with medical conditions  as per the Central Pollution Control Board (CPCB). The factor that is causing the concentration of these toxic particles — PM 2.5 and PM 10 — to increase is slow wind speed  particularly at night time  which is hindering dispersion of particulates accumulated in the air from regional and external sources of emissions. This includes stubble burning  which had an estimated 32% share in Delhi’s PM 2.5 levels on Saturday  as per the Central air quality monitoring project SAFAR. “Despite moderate day-time dispersion condition  air quality has declined owing to sustained  unusually high (farm) fire emissions. Surface winds have become calm today morning and pollutants are accumulating near the surface ” a bulletin from SAFAR stated on Saturday. It added  “No quick recovery is expected unless a drastic reduction in fire counts takes place. Air quality is forecast to stay in the severe to the higher end of very poor category for the next two days.” The SAFAR bulletin also stated that around 4 500 farm fires were observed on Friday in Punjab  Haryana  Uttar Pradesh  Uttarakhand and neighbouring areas  and the wind direction over Delhi-NCR is from the north-west  which helps in transporting pollutants from these states. The 24-hour average AQI of Delhi on Saturday deteriorated to 427 (severe) from 406 on Friday  as per the CPCB. Hourly concentration of PM 2.5 in Delhi-NCR on Saturday  as per CPCB data  was in the range of 250-300 µg/m3 — which is considered the emergency threshold — against its 24-hour exposure limit of 60 µg/m3. Concentration of PM 10 was in the range of 440-500 µg/m3  also the emergency threshold  against its exposure limit of 100 µg/m3.
Health effects of inhaling high levels of PM 2.5 and PM 10include aggravation of respiratory and cardiovascular problems. A forecast for Diwali from the Ministry of Earth Sciences (MoES) Air Quality Early Warning System (EWS) for Delhi said the AQI is likely to be in the high end of the very poor category on November 13 and in the severe category on November 14 and 15. 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Delhi News  download Indian Express App. ",delhi,ie
30,A weekly radio programme  called Kanoon Ki Chopal  was launched Saturday for Mandoli and Tihar Jail inmates to help them understand the law and legal procedures related to their cases. Prison officials said the inmates need legal counsel as some of them have not had a chance to meet their families and speak to their lawyers regularly due to the Covid pandemic. DG (Delhi Prisons) Sandeep Goel said they will work with the Delhi State Legislative Services Authority (DSLSA) to have lawyers or judicial officers on the radio show to answer questions for inmates. Inmates in jails will be given time before the show to submit their questions. Once these are compiled  prison authorities will take out common questions and will give them to the show host. The DSLSA released a statement  saying: “Inmates always have many questions about their cases  procedure and law. We want to address this issue so that these questions may be answered as far as possible. Radio is a dynamic  interactive and fascinating mechanism to communicate…” DG Goel said they also used the radio service to make announcements about Covid news  precautions and other updates. A jail official said they have already received multiple queries at Tihar’s jail no. 4. “This show is necessary. Many inmates are stressed over bail applications and the furlough process. They are not aware of legal terms and procedures. We have already received several questions about bail and the parole system. Some have also asked about their cases and the court’s orders. We have submitted these questions to the seniors ” said the official. On Diwali celebrations in prisons  DG Goel said: “This year  we can’t celebrate Diwali due to active Covid cases in the jails. We will serve special meals on the days of puja and the festival  but we can’t organise aarti and cultural activities.” For inmates who want to offer prayers  officials have allowed them to do so in their cells. Inmates listen to hymns and other songs in the morning for two-three hours through the prison radio system. “We do this on most days at Tihar and Mandoli jails. People submit the choice of their songs and we play the recorded versions next day. We are still trying to make the prisons Covid-free. We want inmates to stay inside their cells  but also keep them entertained and healthy ” said an official. 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Delhi News  download Indian Express App. ,delhi,ie
31,With Delhi breaching the 7 000-mark in daily cases for the first time  the crunch in Covid ICU beds with ventilator support  so far seen at the city’s private hospitals  is now being felt even at government facilities. On Friday  the capital recorded 7 178 cases and 64 deaths  taking the count to 4 23 831 and the death toll to 6 833 — 42 187 cases were logged in the last week. And out of 1 250 ICU ventilator beds across private and government hospitals  912  or almost 73 per cent  are occupied. Data available on the Delhi government’s Corona app shows that not a single ICU bed with a ventilator is available at Safdarjung  Deen Dayal Upadhaya and Sardar Patel hospitals. These are among the 14 government hospitals with ICU beds earmarked for Covid patients in the city. At Ram Manohar Lohia hospital  of the 28 ICU ventilator beds  only two are lying vacant; at the AIIMS trauma centre  five beds are available out of 50; and at Lady Hardinge Medical College  nine beds are available of 17. All three come under the Centre. “In the last 48 hours  there has been a sudden spike in the number of patients getting admitted to hospitals. The situation is quite grim at the moment — even the severity of the disease has gone up in some cases. Currently  we are running at maximum capacity but have an expansion plan  which has been submitted to the Centre. If the need arises  we can add 25-30 more beds for Covid patients ” said Dr N N Mathur  medical director  LHMC. The situation is similar at Delhi government-run hospitals. At the biggest dedicated Covid facility  Lok Nayak  19 ICU ventilator beds are available out of 200. There are 128 ventilator beds in the ICU at GTB hospital  out of which 11 are vacant. “For the last one week  we have been getting 80-90 patients admitted on a daily basis  and approximately 50 per cent of them are shifted to the ICU. We had increased the number of ICU beds to 430 two weeks ago and  if required  will add more ” said Dr Suresh Kumar  medical director  Lok Nayak hospital. Observing a crunch in the ICU facilities  the Delhi government Friday augmented the number of Covid beds in eight state-run and 14 private hospitals in an order issued by the Health department. Overall  more than 1 100 beds have been added to the existing strength. Critical care facilities in 48 of 82 private hospitals are running full  as per the Delhi government’s app. 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Delhi News  download Indian Express App. ,delhi,ie
32,Accusing the municipal corporations of financial mismanagement and “shameful politics” over salary delay in MCD schools  deputy chief minister Manish Sisodia wrote to the mayors of all three corprations claiming that the government has done its part by sending funds due to them. “The salaries to all MCD school teachers be paid immediately and in any case before Diwali to enable their families to have some meaningful festivities ” he wrote. Sisodia pointed out that the CAG report on the NCT of Delhi found that unpaid loans worth Rs 3 814.89 crore were due to the government by the three MCDs as on March 2018  and also wrote that they collectively owe Rs 2 596.32 crore to DJB as arrears. However  North Delhi mayor Jai Prakash said the Delhi government owes money to the corporation. “They owe Rs 13 500 crore to the corporations  out of which Rs 6 550 crore is for North Delhi municipal corporation… ” he said. “Whether our salaries are pending with the Delhi government or the corporation  our only concern is that they be released immediately ” said North MCD teachers’ association head Ramnivas Solanki. 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Delhi News  download Indian Express App. ,delhi,ie
33,Deputy Chief Minister Manish Sisodia Friday said that despite having surplus funds  audit reports of five Delhi government-funded Delhi University (DU) colleges showed financial irregularities and “illegal and unauthorised” spending of government funds. The colleges are Deen Dayal Upadhayaya College (DDU)  Keshav Mahavidyalaya  Shaheed Sukhdev College of Business Studies  Bhagini Nivedita College and Maharishi Valmiki College of Education. “We had ordered an audit of seven colleges  which initially refused to show books and accounts to auditors. Finally  on the court’s directions  five of these colleges started showing their accounts. Lakshmibai College and Aditi Mahavidyalaya have still not shown theirs  so one can sense something dubious may be going on ” Sisodia said. “Audit reports of these five colleges show the Delhi government has been paying more than enough money. Yet  funds have been misappropriated and staff salaries have been stopped  so that the Delhi government can be accused of not providing sufficient funds ” he added. Sisodia said “unauthorised payments have been made in an arbitrary fashion”. “To get salaries for teaching and non-teaching staff  posts were created on a whim. No government approval was taken for these posts… The Delhi government funds the college  so you cannot increase expenditure as per your own whim. You will have to ask the government whether they can pay for these posts ” he said. “The most shocking aspect is that when auditors asked for the attendance registers for these posts  there were no registers. Employees who are being paid salary  do they come to college or even exist? There are apprehensions that many are ghost employees for whom salaries are being claimed from the Delhi government ” he added. Sisodia said expenditure was also made on laptops  computers  equipment  hiring of vehicles  etc without consulting the government. “You will be surprised to know that for security guards  Rs 40 000 per person (per month) was shown as expenditure. Whereas we all know that security guards are paid between Rs 14 000-20 000 ” he said. A principal of one of the five colleges said  “The allegations are completely false. The money in our FDs is taken from students for their activities… This money has accumulated over 25 years. If this is financial bungling  every DU college will have this… This is all political as our governing bodies don’t have their chairman.” S K Garg  former principal of DDU College  whose term ended last year  said  “From 2007-8 onwards  we wrote at least 30-40 letters asking them for staff  but they don’t respond… but colleges cannot become non-functional. So  with the permission of GB  we appointed contractual staff based on infrastructural needs. They are just settling political scores with BJP and victimising colleges.” 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Delhi News  download Indian Express App. ,delhi,ie
34,Laying the foundation stone for the redevelopment of Rohtak Road Friday afternoon  Chief Minister Arvind Kejriwal said: “It was a long due request from the people in the area  and the ones travelling on it… Every road undergoes repair in five years  but this one was made nine years ago and overusage has led to damage.” The project will be undertaken at a cost of Rs 25 crore and is expected to be completed in six months. For years  residents and commuters have been complaining of deep potholes and broken footpaths that lead to accidents  and of choking pipes that cause waterlogging in the monsoon. PWD officials attributed this to problems in the drainage system and overuse of the road. The project will use ‘cold-milling’ technology where the upper layer of the road is reused in the redevelopment of the road. A PWD official said  “Of late  this technology is being used in a lot of projects. Earlier  we would keep adding layers on the existing road. But then the drainage pattern would get disrupted as water would accumulate in lower-lying residential areas instead of flowing out to the main road.” Further  it also reduces the cost of a project by 10-15 per cent. The strengthening of the road is expected to ease traffic and prevent water-logging in the area. After fixing the issues on the 13.33-km road  officials propose to take up work to fix the drainage system. Delhi Urban Development Minister Satyendar Jain  who was present at the foundation stone laying ceremony  said that even though the stipulated time for the project is six months  efforts will be made to complete it within four months. He said  “There was an increasing demand to strengthen the road owing to potholes. The redevelopment work will ease the travel of the people commuting from Bahadurgarh to Delhi and Delhi to Mundka.” 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Delhi News  download Indian Express App. ,delhi,ie
35,Pollutants from farm fires in Punjab  Haryana and neighbouring regions were said to be playing a major role in deterioration of Delhi-NCR’s air quality  which continued to remain close to ‘severe’ level on Friday. Around 5 100 farm fire counts were recorded over Punjab on Thursday by the Ministry of Earth Sciences (MoES) Air Quality Early Warning System (EWS) for Delhi — the second day in a row when close to 5 000 fires have been recorded in the state. Explained| Panel for New Delhi’s air: role  powers  what’s new The MoES air quality monitor SAFAR stated that farm fires in Punjab  Haryana  Uttar Pradesh  Uttarakhand and neighbouring areas had an estimated 21% share in Delhi’s PM2.5 levels — fine particles suspended in the air — on Friday  lower than 42% recorded on Thursday. VK Soni  head of the Environment Monitoring and Research Center of the India Meteorological Department  said  “Large number of fires were recorded in Punjab and neighbouring areas on Thursday  which is impacting the air quality of not only Delhi-NCR but the entire Indo-Gangetic plain… If the farm fires were not there  then the air quality would not have reached this stage.” He added that from the years 2017 to 2019  approximately 55 000 fire counts were recorded in Punjab every year during the stubble burning season  and this year  around 50 000 counts have been recorded so far. In the year 2016  around 80 000 fire counts were recorded. Read| Haze chokes Delhi  pollution levels highest since November last year The EWS has forecast that winds over Delhi-NCR on Saturday would be from the northwest direction  which is favourable for transporting pollutants from stubble burning states. However  the AQI is expected to improve to the higher end of ‘very poor’ category on Saturday and Sunday. A bulletin from SAFAR said  “Better dispersion condition and not-so-calm winds is forecast for the next two days  which is likely to improve Delhi’s air quality index (AQI) unless more than estimated (farm) fire-related emission takes place.” Delhi’s 24-hour average AQI on Friday was 406  in the ‘severe’ category  which impacts healthy population and “seriously impacts” people with pre-existing medical conditions  as per the Central Pollution Control Board (CPCB). The AQI on Thursday was 450. Air quality of nearby NCR towns also remained in the ‘severe’ category or close to it. Concentration of PM10 and PM2.5 in Delhi-NCR on Friday remained above 410 and 230 µg/m3 against their 24-hour exposure limit of 100 and 60 µg/m3  as per CPCB data. A CPCB-led task force had Thursday recommended that government and private offices in Delhi-NCR reduce vehicle usage by 30% in view of ‘severe’ air quality. Meanwhile  Delhi environment minister Gopal Rai on Friday saidthat around 2 300 complaints against polluting activities have been received on the ‘Green Delhi’ mobile application since its launch on October 29 — mostly about waste burning. Out of these  over 1 300 or 58% of complaints have been solved. “Most of the complaints are from the North MCD area… From Monday  14 teams of the Delhi government that are monitoring ground situation will directly visit areas to solve the complaints ” he said. 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Delhi News  download Indian Express App. ,delhi,ie
36,The Ministry of Home Affairs and Delhi government have granted sanction to prosecute Umar Khalid and Sharjeel Imam under the stringent Unlawful Activities Prevention Act (UAPA) in connection with their alleged involvement in the February communal riots in Northeast Delhi  Delhi Police said Friday. A spokesperson of the Delhi government termed the development “purely procedural”. “The Law department has given its legal opinion after due diligence to the Home department of Delhi government. The elected government has no role to play in this. Delhi government has not stopped prosecution in any case in the last five years  including those pertaining to AAP MLAs and party leaders ” the AAP government said. Khalid  a former JNU student  and Imam were arrested by the police in cases under sections of UAPA on September 14 and August 25 respectively. “We have received prosecution sanctions in several Delhi riots cases. Earlier  we received them against the 15 accused who were named in the Crime Branch chargesheet. Two weeks ago  the Delhi government and MHA sent sanctions against other accused  including Khalid and Imam ” said a senior police officer. The chargesheet was filed against 15 persons under UAPA in a case of alleged conspiracy related to the riots. The chargesheet included names of suspended AAP councillor Tahir Hussain  Pinjra Tod’s Devangana Kalita and Natasha Narwal  former DU student Gulfisha  and Jamia students Meeran Haider  Asif Tanha and Safoora Zargar. Police have also charged them under IPC sections 153A and 124A. The state government needs to grant sanctions to the police to prosecute any accused under Section 196 of the CrPC (offences against the State and for criminal conspiracy to commit such offence). A police officer said names of Khalid and Imam can be added in the supplementary chargesheet. An MHA official also confirmed prosecution sanction against Khalid and other riots accused under UAPA section 13. “A month ago  we applied for the sanctions against Faizan Khan  Khalid and Imam  all booked under UAPA. The MHA and Delhi Govt approved these two weeks ago ” a senior police officer said. Khan  accused of providing a SIM card on a fake ID to Asif Tanha and activating it  was granted bail by the court on October 24. Explaining the sanctions  a police officer said  “The accused were booked under sections 13  16  17 and 18 of UAPA. To prosecute someone under section 13  the court demands sanctions from the Centre. In the case of other sections  the state government is the competent authority.” 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Delhi News  download Indian Express App. ,delhi,ie
37,A day after the 26-year-old woman was shot in a suspected case of attempted loot near Gurgaon’s Golf Course Extension road  leading to her death two days later  her body was handed over to her family after her postmortem on Friday afternoon. Speaking to The Indian Express  Dr Deepak Mathur  who conducted the autopsy  said  “The victim had one single gunshot entry wound behind the head on the right side. The bullet had got embedded in her brain  tearing the entire right hemisphere and destroying half the brain. It was removed during postmortem.” The body of the victim  Pooja Sharma  was taken back to Chhattisgarh on Friday  where her family will carry out her last rites  said police. ACP (Crime) Preet Pal Sangwan said the accused have not yet been identified  and six teams have been deployed to probe the matter. “We have been going through CCTV footage from the area but have not been able to get any significant leads yet. The quality of the footage is very poor and things are not clearly visible because it was also dark. There were no CCTV cameras at the spot where the incident occurred ” said the ACP. “We are also questioning any known anti-social elements who have a history of operating in the area  such as criminals out on bail. We are working on the case continuously and hope to make some arrests soon ” he said. The incident had occurred on Tuesday night  around 11.15 pm  when Sharma was travelling with Sagar Manchanda  who worked with her at Wipro. According to police  the two were to get married. In his complaint to police  Manchanda said he had taken Sharma to see a flat he had purchased in Sector 65 and the two were returning to Sector 40 when  50 metres off Golf Course Extension Road  Sharma  who was at the wheel  slowed down the vehicle upon spotting three men on a bike coming towards their car. It was when Sharma tried to drive away that she was shot  Manchanda said in his complaint. The accused fled the spot and Manchanda drove to Medanta  where Sharma was on ventilator support until she succumbed to her injuries on Thursday. Sharma  the eldest of the three children of a Chhattisgarh businessman  had been working from her parent’s home in Chhattisgarh for the past several weeks amidst the pandemic. She had come to Gurgaon on October 25 to collect a company laptop  and was residing with some relatives in Delhi. She was supposed to leave for Chhattisgarh again on November 4. “On the night of November 3  however  she went to meet Manchanda  and this incident happened. Relatives of both Manchanda and Sharma have told us that the two were planning to get married in the near future ” said the ACP. 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Delhi News  download Indian Express App. ,delhi,ie
38,Delhi Police has registered an FIR against YouTuber Gaurav Wasan for allegedly cheating Baba Ka Dhaba owner Kanta Prasad (80). A month ago  Wasan had shot a widely shared video of Prasad and his wife talking about lack of customers at their eatery in Malviya Nagar. On October 31  Prasad filed a complaint against Wasan for allegedly misappropriating money raised to help him. Atul Kumar Thakur  DCP (South)  said  “As per the complainant  Wasan deliberately shared bank details and mobile number of only his and his family members in the video for donations. A preliminary enquiry was done  after which an FIR under sections of cheating has been registered.” Also Read| R Madhavan pleads ‘no social media trial’ for Baba Ka Dhaba Prasad held a press conference Friday and alleged he has not received a major part of the donations.“I am not saying Wasan is a criminal but I want to know the truth. I suspect he has my money  which he should return ” said Prasad. His lawyer Prem Joshi and blogger Tushant claimed Wasan gave some money after he was trolled. “Gaurav has disclosed his account statement from October 7 to 10. We want to see it till October 26 ” said Tushant. Wasan shared three receipts of transactions dated October 27 — two cheques of Rs 1 00 000 and Rs 2 33 000 and a receipt of bank payment of Rs 45 000. “I’ve submitted bank account statements till November 2 to police. I haven’t cheated anyone. Baba should check his account ” said Wasan. Prasad said he has not been able to access his bank statement. 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Delhi News  download Indian Express App. ,delhi,ie
39,Gurgaon recorded its highest single-day jump so far in coronavirus cases on Friday  with 704 fresh cases emerging. According to health bulletins released by the district health department every day  the highest number of cases recorded in a single day prior to this stood at 611  recorded on Wednesday. Gurgaon has recorded more than 500 Covid cases on four out of six days this month. Officials from the health department have said that these high figures will remain the norm rather than exception over the coming days. “The fact that it is now the festive season and also the viral season  both of these are contributing factors to the increase in cases. Now the health department can only test  trace  treat and advise people to follow precautions. We cannot force anyone but people have to understand the need for this ” Chief Medical Officer Dr Virender Yadav said. Gurgaon has so far recorded 33 255 cases  out of which 28 469 have recovered and 224 have died. There are currently 4 562 active cases in the district  of which 4 261 are in home isolation. In an advisory issued for the festival season earlier this week  it has been pointed out that the district recorded an average of 250 to 300 daily cases between October 1 and 20  and between 300 and 400 daily cases between October 21 and 30. 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Delhi News  download Indian Express App. ,delhi,ie
40,Police on Friday arrested two persons in connection with the murder of a Greater Noida-based businessman and his wife inside their home. The accused  Aman Khan (19)  worked at a store owned by the victim Vinay Gupta (60)  adjacent to his apartment in Cherry County. According to police Vinay and his wife Neha (55) were murdered after the couple resisted a robbery bid. “Once we began investigating the case  we found the movements of Aman suspicious. We scanned CCTV footage and found he was in the vicinity after 11.45 pm  the same time Vinay’s son had left the house. On further investigation it was found that Aman was in need of money because of his relationship with a minor. The minor’s father has also been arrested since he demanded money ” said Harish Chander  DCP Gautam Buddh Nagar. According to police  Vinay had a family-run department store which sold groceries  jewellery and other items. Aman worked at the store and was aware that Vinay would deposit the day’s earnings in the bank the next day. The accused allegedly had an affair with a 16-year-old girl from Noida  police said. The girl’s father was aware of their acquaintance and would blackmail Aman for money. Aman  in dire need for money  planned to rob the couple as he knew they would have cash with them  said police. “Since it was Karwa Chauth  there was a henna stall outside their shop. He stayed till everyone left and around 12 am  went to the couple’s house  demanding money. The couple told him they do not have the money. An argument took place and Aman attacked the woman with a showpiece and then her husband. We have recovered from him Rs 70 000 that he stole after the murder ” said Harish Chander  DCP Gautam Buddh Nagar. Police had earlier questioned more than 20 employees at Vinay’s store and it was found that Aman had been absconding. Both Aman and the minor’s father were arrested from Noida after their movements on CCTV footage and their CDR locations were investigated. According to police  since Aman was an employee and would frequent the couple’s house often  his entry was not suspected by the building’s staff. As per the postmortem report  the accused hit the victims’ head multiple times. Neha’s body was found inside the kitchen  and Vinay’s in the living room. Hailing from Saharanpur  Vinay had shifted to his apartment two months ago to run the store better. Kush Gupta  their son  had met them last on Tuesday night and was the first one to discover their bodies as they did not respond to his calls the next morning. Kush handled the business with his father  while Vinay’s other son  Luv  resides in the US. Following the incident  a notice to revoke the security agency’s license was sent to senior officials by Noida Police. A reward of Rs 1 lakh has been announced for the arresting team  said police. 📣 The Indian Express is now on Telegram. Click here to join our channel (@indianexpress) and stay updated with the latest headlines For all the latest Delhi News  download Indian Express App. ,delhi,ie
